,TEST_SECTION_ID,SENTENCE_ID,PARTICIPANT_ID,USER_INPUT,INPUT_TIME,EDIT_DISTANCE,ERROR_RATE,WPM,INPUT_LENGTH,ERROR_LEN,POTENTIAL_WPM,POTENTIAL_LENGTH,DEVICE,TS_IKI,TS_KPD,TS_BSP,TS_ECPC,TS_UILEN,TS_KS,TS_KSPC,N_SWYP,N_PRED,N_AUTO,PR_SWYP,PR_PRED,PR_AUTO,TS_NUM_WORDS
474631,1539400,1384,241399,History repeated itself last season when Tenerife beat Madrid.,36081,0.0,0.0,20.2876860397439,61.0,62,20.9298335906674,61.0,mobile,212.032258064516,17.854838709,0.0,0.0,62.0,62.0,1.0,0,0,0,0,0,0,9.0
474632,1539406,852,241399,I have a high level in my office,18003,1.0,3.03030303030303,20.6632227962006,31.0,33,25.2907657481852,27.0,mobile,140.235294117647,15.970588235,1.0,0.032258064516129,32.0,34.0,1.0625,0,0,0,0,0,0,8.0
474634,1539411,383,241399,"The sooner I get this, the sooner we can get this implemented.",38557,0.0,0.0,18.984879529009,61.0,62,23.8164151333471,48.0,mobile,139.090909090909,15.484848484,2.0,0.0327868852459016,62.0,66.0,1.064516129,0,0,0,0,0,0,12.0
474637,1539416,961,241399,I want to thank everyone involved.,22072,0.0,0.0,17.9412830735774,33.0,34,24.1631009312862,8.0,mobile,164.972222222222,17.194444444,1.0,0.0303030303030303,34.0,36.0,1.058823529,0,0,0,0,0,0,6.0
474640,1539421,657,241399,He said he would learn more about the injury as the week progressed.,33917,0.0,0.0,23.7049267329068,67.0,68,24.5151847786315,67.0,mobile,148.397058823529,16.485294117,0.0,0.0,68.0,68.0,1.0,0,0,0,0,0,0,13.0
474644,1539430,1471,241399,Rio de Janeiro police freed him after a massive manhunt.,34693,0.0,0.0,19.0240106073271,55.0,56,17.1884591774095,14.0,mobile,99.051724137931,16.310344827,1.0,0.0181818181818182,56.0,58.0,1.035714285,0,0,0,0,0,0,10.0
474652,1539449,837,241399,We can have wine and catch up.,14731,0.0,0.0,23.623650804426,29.0,30,24.4777379193923,29.0,mobile,117.766666666667,17.133333333,0.0,0.0,30.0,30.0,1.0,0,0,0,0,0,0,7.0
474654,1539453,662,241399,I’ll take them one at a time.,15731,1.0,3.44827586206897,21.3590998665056,28.0,29,22.1767540096363,28.0,mobile,135.655172413793,20.0,0.0,0.0,29.0,29.0,1.0,0,0,0,0,0,0,8.0
474655,1539455,230,241399,We will address tomorrow with Stan.,16861,0.0,0.0,24.1978530336279,34.0,35,25.0521920668058,34.0,mobile,215.771428571429,16.428571428,0.0,0.0,35.0,35.0,1.0,0,0,0,0,0,0,6.0
474656,1539459,640,241399,He has made progress in his recovery and might play this week.,36868,0.0,0.0,19.8546164695671,61.0,62,20.4286671131949,61.0,mobile,254.225806451613,16.709677419,0.0,0.0,62.0,62.0,1.0,0,0,0,0,0,0,12.0
474657,1539463,274,241399,"You snooze, you lose!",18807,0.0,0.0,12.7612059339608,20.0,21,22.6843100189036,1.0,mobile,475.083333333333,17.125,2.0,0.1,21.0,24.0,1.142857142,0,0,0,0,0,0,4.0
474658,1539473,1341,241399,It’s all about making the whole story public.,51824,1.0,2.22222222222222,10.1883297313986,44.0,45,10.3553777359379,44.0,mobile,363.377777777778,18.577777777,0.0,0.0,45.0,45.0,1.0,0,0,0,0,0,0,9.0
474677,1539608,373,241433,Your best bet is to stop him and go after another.,14309,2.0,4.0,41.0930183800405,49.0,50,41.8356456776948,49.0,mobile,131.08,5.08,0.0,0.0,50.0,50.0,1.0,0,0,0,0,0,0,11.0
474680,1539612,1036,241433,Is this the conference rate?,8744,0.0,0.0,37.0539798719122,27.0,28,37.5870069605569,27.0,mobile,87.4285714285714,4.428571428,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,5.0
474681,1539615,1422,241433,The Senate sholud approve a 14-year-olf treaty.,22216,3.0,6.38297872340426,24.8469571480014,46.0,47,26.8370607028754,49.0,mobile,146.34,6.12,0.0,0.0,47.0,50.0,1.063829787,0,0,0,0,0,0,9.0
474685,1539623,117,241433,Let's have this meeting today or tonight.,17756,0.0,0.0,27.033115566569,40.0,41,27.3364086793098,40.0,mobile,101.317073170732,4.804878048,0.0,0.0,41.0,41.0,1.0,0,0,0,0,0,0,8.0
474688,1539629,696,241433,"Apparently, BP is using tge correct pricing.",22728,1.0,2.27272727272727,22.7032734952482,43.0,44,24.074899687918,45.0,mobile,65.0652173913043,6.478260869,0.0,0.0,44.0,46.0,1.045454545,0,0,0,0,0,0,7.0
474692,1539639,609,241433,His abilities will be limited if he does play Sunday.,16270,0.0,0.0,38.3527965580824,52.0,53,41.4442700156986,55.0,mobile,59.285714285714306,6.160714285,0.0,0.0,53.0,56.0,1.056603773,0,0,0,0,0,0,10.0
474696,1539649,884,241433,This is one of the things we are making on.,13196,5.0,11.3636363636364,38.1933919369506,42.0,44,40.6216340975535,44.0,mobile,77.9111111111111,4.4,0.0,0.0,43.0,45.0,1.046511627,0,0,0,0,0,0,10.0
474699,1539655,922,241433,Is is not surprising.,8796,1.0,4.76190476190476,27.2851296043656,20.0,21,29.9857210851975,21.0,mobile,43.2173913043478,4.565217391,1.0,0.05,21.0,23.0,1.095238095,0,0,0,0,0,0,4.0
474700,1539660,517,241433,"Talk to you soon, Theresa.",18554,0.0,0.0,16.1690201573785,25.0,26,36.347114947751,20.0,mobile,68.0,4.555555555,3.0,0.12,26.0,36.0,1.384615384,0,0,0,0,0,0,5.0
474706,1539671,73,241433,I would suggest you and Mark address this together.,14907,0.0,0.0,40.24954719259409,50.0,51,41.8604651162791,51.0,mobile,128.826923076923,5.519230769,0.0,0.0,51.0,52.0,1.019607843,0,0,0,0,0,0,9.0
474709,1539676,1319,241433,Some of us may have have acted as critics at one point or another.,20582,0.0,0.0,37.8971917209212,65.0,66,47.6050543637967,27.0,mobile,73.0135135135135,4.527027027,2.0,0.0307692307692308,66.0,74.0,1.121212121,0,0,0,0,0,0,14.0
474714,1539684,561,241433,"If you have questions, please send an email ro Enron.",23247,1.0,1.88679245283019,26.8421731836366,52.0,53,34.9967595593001,36.0,mobile,85.5161290322581,5.580645161,2.0,0.0384615384615385,53.0,62.0,1.16981132,0,0,0,0,0,0,10.0
474718,1539693,1142,241433,The former minister is accused of recieving seven billion lira.,19982,2.0,3.17460317460317,37.2335101591432,62.0,63,40.2971405311896,66.0,mobile,87.8805970149254,4.895522388,0.0,0.0,63.0,67.0,1.063492063,0,0,0,0,0,0,10.0
475571,1542349,647,241806,Megan try this for Phillips,12850,2.0,6.89655172413793,24.2801556420233,26.0,29,25.2121212121212,26.0,mobile,109.296296296296,17.592592592,0.0,0.0,27.0,27.0,1.0,0,0,0,0,0,0,5.0
475579,1542368,1061,241806,Your voice cheered me up.,11479,0.0,0.0,25.0892934924645,24.0,25,25.9998194456983,24.0,mobile,198.68,16.08,0.0,0.0,25.0,25.0,1.0,0,0,0,0,0,0,5.0
475580,1542373,1507,241806,Wang said the his release was a miracle,17441,3.0,7.31707317073171,26.1452898342985,38.0,41,27.1622587562545,38.0,mobile,162.897435897436,16.743589743,0.0,0.0,39.0,39.0,1.0,0,0,0,0,0,0,8.0
475582,1542378,433,241806,Your fax was busy for a while,13769,1.0,3.33333333333333,24.4026436197255,28.0,30,26.8270120259019,29.0,mobile,90.7096774193548,16.419354838,1.0,0.0357142857142857,29.0,31.0,1.068965517,0,0,0,0,0,0,7.0
475585,1542383,600,241806,"Currentlt, we are focusing our resources on domestic sites",40017,2.0,3.38983050847458,17.0927355873754,57.0,59,27.1800679501699,4.0,mobile,176.779411764706,17.073529411,5.0,0.087719298245614,58.0,68.0,1.172413793,0,0,0,0,0,0,9.0
475588,1542397,78,241806,Isnt that about the way it could happen,21412,2.0,4.87804878048781,21.2964692695685,38.0,41,26.0009420631182,23.0,mobile,141.0,16.395348837,2.0,0.0526315789473684,39.0,43.0,1.102564102,0,0,0,0,0,0,8.0
475590,1542409,802,241806,maybe traffic will be light on Thursday,32471,2.0,5.0,14.0433001755413,38.0,40,20.3242196951367,7.0,mobile,110.590163934426,15.360655737,11.0,0.289473684210526,39.0,61.0,1.564102564,0,0,0,0,0,0,7.0
475594,1542421,881,241806,I talked to Duran,9479,1.0,5.55555555555556,20.2553011921089,16.0,18,20.9059233449477,16.0,mobile,58.1176470588235,17.352941176,0.0,0.0,17.0,17.0,1.0,0,0,0,0,0,0,4.0
475597,1542427,1381,241806,He wrote numerous book on human development,28068,2.0,4.44444444444445,17.9563916203506,42.0,45,17.9864005264312,41.0,mobile,58.5,17.0,0.0,0.0,43.0,42.0,0.976744186,0,0,0,0,0,0,7.0
475606,1542446,739,241806,They must not be distributed without our consent,28746,1.0,2.04081632653061,19.6201210603214,47.0,49,26.1691301187303,9.0,mobile,66.88,16.96,1.0,0.0212765957446809,48.0,50.0,1.041666666,0,0,0,0,0,0,8.0
475614,1542462,1332,241806,A three-man inquiry team spent months investigating the allegation,57792,2.0,2.94117647058824,13.4966777408638,65.0,68,9.64397653299044,10.0,mobile,61.2162162162162,17.851351351,4.0,0.0615384615384615,66.0,74.0,1.121212121,0,0,0,0,0,0,10.0
475627,1542489,628,241806,Sorry for any inconvenience,17131,1.0,3.57142857142857,18.2125970462904,26.0,28,31.6016279626526,11.0,mobile,49.0,15.724137931,1.0,0.0384615384615385,27.0,29.0,1.074074074,0,0,0,0,0,0,4.0
475632,1542498,391,241806,He disputed reports that Wheatley would be out for weeks,36214,2.0,3.44827586206897,18.2249958579555,55.0,58,43.6363636363636,3.0,mobile,85.9354838709677,17.048387096,3.0,0.0545454545454545,56.0,62.0,1.107142857,0,0,0,0,0,0,10.0
476432,1545813,684,242186,He is listed as probable for Mondays game against Tennessee,90211,2.0,3.27868852459016,7.71524536919001,58.0,61,7.82040045843727,58.0,mobile,126.186440677966,20.559322033,0.0,0.0,59.0,59.0,1.0,0,0,0,0,0,0,10.0
476440,1545839,868,242186,I can review afterwards and get back to you tonight.,65505,0.0,0.0,9.34279825967483,51.0,52,9.48161001456326,51.0,mobile,119.057692307692,18.442307692,0.0,0.0,52.0,52.0,1.0,0,0,0,0,0,0,10.0
476445,1545858,1284,242186,Most contenders here use his Ford-Cosworth engines.,109832,0.0,0.0,5.4628887755845295,50.0,51,9.40070505287897,24.0,mobile,150.477611940299,19.104477611,8.0,0.16,51.0,67.0,1.31372549,0,0,0,0,0,0,8.0
476449,1545879,763,242186,Things are crazy for sure !,37064,1.0,3.7037037037037,8.41787178933736,26.0,27,8.54771102161585,26.0,mobile,101.444444444444,20.851851851,0.0,0.0,27.0,27.0,1.0,0,0,0,0,0,0,5.0
476450,1545887,757,242186,"The All-Employee Meeting will be held Tuesday , Oct.",80584,1.0,1.92307692307692,7.59455971408716,51.0,52,7.69975969704213,51.0,mobile,422.673076923077,21.173076923,0.0,0.0,52.0,52.0,1.0,0,0,0,0,0,0,9.0
476451,1545892,1176,242186,The Hawks led from late in the first quarter.,69891,0.0,0.0,7.55462076662231,44.0,45,7.65605742043065,44.0,mobile,299.577777777778,20.577777777,0.0,0.0,45.0,45.0,1.0,0,0,0,0,0,0,9.0
476452,1545912,857,242186,Thanks for checking with me.,22706,0.0,0.0,14.2693561173258,27.0,28,14.628860393715,27.0,mobile,112.5,19.928571428,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,5.0
476453,1545916,467,242186,Please re-draft and let me know if there are any discrepancies.,105197,7.0,10.4477611940299,7.07244503170243,62.0,67,6.58472344161545,10.0,mobile,164.855072463768,20.04347826,3.0,0.0483870967741936,63.0,69.0,1.095238095,0,0,0,0,0,0,12.0
476457,1545935,1416,242186,I was runner-up three times.,30379,0.0,0.0,10.6652621876954,27.0,28,10.8619129035502,27.0,mobile,663.464285714286,19.642857142,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,6.0
476459,1545939,1068,242186,That’s a lot of dollars,57200,2.0,8.33333333333333,4.61538461538462,22.0,24,6.41882856378711,6.0,mobile,156.181818181818,22.969696969,5.0,0.227272727272727,23.0,33.0,1.434782608,0,0,0,0,0,0,6.0
476464,1545950,461,242186,Davis was listed as questionable on the weekly injury report.,69241,0.0,0.0,10.3984633381956,60.0,61,10.5813885133149,60.0,mobile,190.524590163934,19.622950819,0.0,0.0,61.0,61.0,1.0,0,0,0,0,0,0,10.0
476470,1545960,1096,242186,I’ll catch up with you tomarrow,32038,3.0,9.375,11.2366564704414,30.0,32,11.4814224206666,30.0,mobile,190.064516129032,22.032258064,0.0,0.0,31.0,31.0,1.0,0,0,0,0,0,0,7.0
476473,1545967,509,242186,"Your friend’s defense,however,has other plans.",74149,3.0,6.25,7.28263361609732,45.0,48,12.6448893572181,5.0,mobile,132.423076923077,21.346153846,3.0,0.0666666666666667,46.0,52.0,1.130434782,0,0,0,0,0,0,8.0
476482,1545986,552,242186,Count me out for this round.,24650,0.0,0.0,13.1440162271805,27.0,28,13.4417524062396,27.0,mobile,132.571428571429,19.5,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,6.0
476518,1546085,428,242217,Sorry it took so long,5496,1.0,4.54545454545455,43.6681222707424,20.0,22,47.3186119873817,20.0,mobile,121.142857142857,20.19047619,0.0,0.0,21.0,21.0,1.0,0,0,0,0,0,0,5.0
476520,1546088,338,242217,let me know if there are any other problems with this.,15945,1.0,1.85185185185185,39.8871119473189,53.0,54,42.675971280950094,53.0,mobile,100.666666666667,19.296296296,0.0,0.0,54.0,54.0,1.0,0,0,0,0,0,0,11.0
476522,1546092,681,242217,"Louis, posting five catches for 35 yards and two scores.",26828,0.0,0.0,24.6011629640674,55.0,56,29.5081967213115,6.0,mobile,77.7105263157895,18.197368421,10.0,0.181818181818182,56.0,76.0,1.357142857,0,0,0,0,0,0,10.0
476524,1546098,176,242217,Michael said his day was rotten.,11310,0.0,0.0,32.8912466843501,31.0,32,34.8151614412728,31.0,mobile,205.375,19.53125,0.0,0.0,32.0,32.0,1.0,0,0,0,0,0,0,6.0
476525,1546102,199,242217,I think FMV is probably less than fifty.,23245,0.0,0.0,20.1333620133362,39.0,40,19.8895027624309,24.0,mobile,104.568181818182,20.113636363,2.0,0.0512820512820513,40.0,44.0,1.1,0,0,0,0,0,0,8.0
476526,1546104,1519,242217,Foreigners have now fled the country since fighting erupted.,21876,0.0,0.0,32.3642347778387,59.0,60,34.1599922802277,59.0,mobile,151.283333333333,19.166666666,0.0,0.0,60.0,60.0,1.0,0,0,0,0,0,0,9.0
476528,1546121,69,242217,Presuming we can afford headcount?,15910,0.0,0.0,24.8900062853551,33.0,34,25.374449339207,12.0,mobile,115.9,18.05,3.0,0.0909090909090909,34.0,40.0,1.176470588,0,0,0,0,0,0,5.0
476529,1546126,926,242217,Yes I like perfume.,8430,0.0,0.0,25.6227758007117,18.0,19,40.6779661016949,1.0,mobile,152.571428571429,20.333333333,1.0,0.0555555555555556,19.0,21.0,1.105263157,0,0,0,0,0,0,4.0
476530,1546127,336,242217,Jets secondary on Sunday.,15183,0.0,0.0,18.968583283936,24.0,25,38.7847446670976,5.0,mobile,131.021276595745,17.723404255,11.0,0.458333333333333,25.0,47.0,1.88,0,0,0,0,0,0,4.0
476531,1546129,38,242217,Let Gary Smith know today if you want him.,15327,0.0,0.0,32.1002153063222,41.0,42,32.4324324324324,24.0,mobile,114.931818181818,19.227272727,1.0,0.024390243902439,42.0,44.0,1.047619047,0,0,0,0,0,0,9.0
476533,1546140,767,242217,"Finally,I would delete the paragraph about lawyers.",21345,1.0,1.92307692307692,28.109627547435,50.0,52,29.4420727219196,50.0,mobile,144.254901960784,18.94117647,0.0,0.0,51.0,51.0,1.0,0,0,0,0,0,0,8.0
476534,1546144,753,242217,"He did not return to the contest, and is listed as day to day.",30460,0.0,0.0,24.0315167432699,61.0,62,36.7197062423501,10.0,mobile,139.431818181818,18.375,13.0,0.213114754098361,62.0,88.0,1.419354838,0,0,0,0,0,0,14.0
478013,1551661,773,243002,I would be glad to participate,6724,1.0,3.2258064516129,51.7549077929804,29.0,31,53.8283062645012,29.0,mobile,66.5666666666667,8.633333333,0.0,0.0,30.0,30.0,1.0,0,0,0,0,0,0,6.0
478016,1551669,1339,243002,An overwhelming majority do agree on the middle policy,18789,1.0,1.81818181818182,33.8495928468785,53.0,55,36.0598065083553,41.0,mobile,105.354838709677,8.64516129,1.0,0.0188679245283019,54.0,62.0,1.148148148,0,0,0,0,0,0,9.0
478018,1551675,465,243002,Upon returning to theU,6719,2.0,8.33333333333333,37.5055811876767,21.0,24,40.7974038015763,22.0,mobile,106.826086956522,10.782608695,0.0,0.0,22.0,23.0,1.045454545,0,0,0,0,0,0,4.0
478021,1551680,735,243002,I guess the next time I'll see you is for super bowl,21354,3.0,5.66037735849057,28.6597358808654,51.0,53,26.0509177027827,33.0,mobile,86.5272727272727,9.018181818,1.0,0.0196078431372549,52.0,55.0,1.057692307,0,0,0,0,0,0,13.0
478024,1551687,7,243002,If he'll sign no issues with barclays,12514,2.0,5.26315789473684,34.521336103564,36.0,38,35.2480417754569,36.0,mobile,102.594594594595,6.972972972,0.0,0.0,37.0,37.0,1.0,0,0,0,0,0,0,8.0
478028,1551693,494,243002,We obviously have a lot to talk about,9217,1.0,2.63157894736842,46.869914288814094,36.0,38,48.251982575673,36.0,mobile,69.2972972972973,7.135135135,0.0,0.0,37.0,37.0,1.0,0,0,0,0,0,0,8.0
478031,1551697,31,243002,How are we handling others in that group?,11503,0.0,0.0,41.7282448057029,40.0,41,42.9299704856453,40.0,mobile,94.0731707317073,7.853658536,0.0,0.0,41.0,41.0,1.0,0,0,0,0,0,0,8.0
478038,1551705,1301,243002,The Azerbaijani enclave Nagorno was torn by further fighting,25446,1.0,1.63934426229508,27.8236265031832,59.0,61,27.3348519362187,5.0,mobile,43.4242424242424,8.878787878,2.0,0.0338983050847458,60.0,66.0,1.1,0,0,0,0,0,0,9.0
478051,1551721,133,243002,A letter is being sent today,6483,1.0,3.44827586206897,49.976862563628,27.0,29,51.592356687898096,27.0,mobile,49.9285714285714,7.25,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,6.0
478056,1551727,346,243002,Let me know if you see any problems with this,10500,1.0,2.17391304347826,50.2857142857143,44.0,46,51.9940915805022,44.0,mobile,30.1111111111111,7.666666666,0.0,0.0,45.0,45.0,1.0,0,0,0,0,0,0,10.0
478064,1551735,184,243002,"Thanks,having a good time",10583,2.0,7.407407407407409,27.2134555419068,24.0,27,27.7296360485269,24.0,mobile,36.32,7.88,0.0,0.0,25.0,25.0,1.0,0,0,0,0,0,0,5.0
478069,1551742,531,243002,He is expected to miss six weeks of action due to the procedure,17630,1.0,1.5625,42.2007941009643,62.0,64,43.831613551273904,40.0,mobile,47.8,7.538461538,1.0,0.0161290322580645,63.0,65.0,1.031746031,0,0,0,0,0,0,13.0
478079,1551753,1377,243002,Ibrahim sent arms and explosives by sea to the indian west coast,18282,2.0,3.07692307692308,41.3521496553988,63.0,65,42.5172937405095,63.0,mobile,39.03125,7.828125,0.0,0.0,64.0,64.0,1.0,0,0,0,0,0,0,12.0
478088,1551763,418,243002,"Giants, but he didn't finish it.",13846,0.0,0.0,26.8669651885021,31.0,32,30.2000755001888,20.0,mobile,54.0588235294118,7.705882352,1.0,0.032258064516129,32.0,34.0,1.0625,0,0,0,0,0,0,7.0
478094,1551769,813,243002,I will follow up with him as soon as the dust settles,17098,1.0,1.85185185185185,36.495496549304,52.0,54,42.5531914893617,29.0,mobile,61.4285714285714,7.444444444,5.0,0.0961538461538462,53.0,63.0,1.188679245,0,0,0,0,0,0,12.0
478331,1552485,814,243115,Did you differ from me?,8978,0.0,0.0,29.4052127422589,22.0,23,36.9609856262834,27.0,mobile,52.785714285714306,7.571428571,0.0,0.0,23.0,28.0,1.217391304,0,0,0,0,0,0,5.0
478332,1552489,820,243115,I worked on the graade level promotion.,16464,1.0,2.56410256410256,27.6967930029155,38.0,39,33.5216338692656,45.0,mobile,78.4347826086957,7.717391304,0.0,0.0,39.0,46.0,1.179487179,0,0,0,0,0,0,7.0
478335,1552494,1144,243115,The board voted thursday to lift aa ban imposed earlier this month.,27145,2.0,2.98507462686567,29.1766439491619,66.0,67,39.068710959682,86.0,mobile,132.873563218391,8.390804597,0.0,0.0,67.0,87.0,1.298507462,0,0,0,0,0,0,12.0
478339,1552502,345,243115,I think that will help.,8361,0.0,0.0,31.5751704341586,22.0,23,39.6233337409808,27.0,mobile,80.3571428571429,6.571428571,0.0,0.0,23.0,28.0,1.217391304,0,0,0,0,0,0,5.0
478340,1552504,414,243115,Let me know if this is possible or where else i might find these.,30863,1.0,1.53846153846154,24.8841655056216,64.0,65,33.6767036450079,85.0,mobile,171.976744186047,6.686046511,0.0,0.0,65.0,86.0,1.323076923,0,0,0,0,0,0,14.0
478341,1552508,373,243115,Your best bet is to drop him and go after another,17708,1.0,2.0,32.5276711091032,48.0,50,40.3011001737116,58.0,mobile,183.949152542373,7.423728813,0.0,0.0,49.0,59.0,1.204081632,0,0,0,0,0,0,11.0
478342,1552510,1033,243115,Mike is putting pressure on me.,11014,0.0,0.0,32.6856727800981,30.0,31,40.2010050251256,36.0,mobile,221.891891891892,7.243243243,0.0,0.0,31.0,37.0,1.193548387,0,0,0,0,0,0,6.0
478343,1552511,1325,243115,Last week ballesteros had 16 pars and two birdies in his final round.,36491,1.0,1.44927536231884,22.3616782220273,68.0,69,28.7850050206404,86.0,mobile,183.126436781609,7.344827586,0.0,0.0,69.0,87.0,1.260869565,0,0,0,0,0,0,13.0
478345,1552516,415,243115,This transaction is expected to close next year,16867,1.0,2.08333333333333,32.7266259560088,46.0,48,38.6908383014965,53.0,mobile,266.518518518519,7.944444444,0.0,0.0,47.0,54.0,1.14893617,0,0,0,0,0,0,8.0
478348,1552521,200,243115,Micheal has his holiday performance.,13064,2.0,5.55555555555556,32.1494182486222,35.0,36,37.5880971025842,40.0,mobile,197.975609756098,7.170731707,0.0,0.0,36.0,41.0,1.138888888,0,0,0,0,0,0,5.0
478350,1552524,1419,243115,The matter is still being investigated,11960,3.0,7.5,37.123745819398,37.0,40,43.298969072164894,42.0,mobile,272.674418604651,7.441860465,0.0,0.0,38.0,43.0,1.131578947,0,0,0,0,0,0,6.0
478353,1552529,176,243115,Micheal said his day was rotten.,11659,2.0,6.25,31.9066815335792,31.0,32,41.2008099304516,39.0,mobile,129.05,7.5,0.0,0.0,32.0,40.0,1.25,0,0,0,0,0,0,6.0
478356,1552533,1405,243115,Provisional constitution will be voted into law by the parliament.,30596,4.0,6.06060606060606,25.4935285658256,65.0,66,30.4111507552769,76.0,mobile,84.7792207792208,7.883116883,0.0,0.0,66.0,77.0,1.166666666,0,0,0,0,0,0,10.0
478365,1552549,1336,243115,"Mansell has not forgotten what the ovals meant to him, however.",30832,5.0,7.35294117647059,24.1307732226258,62.0,68,30.5303155460102,77.0,mobile,79.9487179487179,7.269230769,0.0,0.0,63.0,78.0,1.238095238,0,0,0,0,0,0,11.0
478373,1552561,1235,243115,The mercedes drivers are likely to break the track records,21165,2.0,3.38983050847458,32.3175053153792,57.0,59,41.8624933378555,72.0,mobile,79.958904109589,7.205479452,0.0,0.0,58.0,73.0,1.258620689,0,0,0,0,0,0,10.0
479886,1556908,65,243671,Linn got to the office ok.,6389,4.0,14.8148148148148,46.955705118171906,25.0,27,62.0931397095644,31.0,mobile,125.46875,12.4375,0.0,0.0,26.0,32.0,1.23076923,0,0,0,0,0,0,6.0
479888,1556912,602,243671,The old list we had from Sybase no longer exists.,12050,0.0,0.0,47.8008298755187,48.0,49,61.6420157647684,58.0,mobile,92.3389830508475,12.864406779,0.0,0.0,49.0,59.0,1.204081632,0,0,0,0,0,0,10.0
479889,1556916,1183,243671,New York's Supreme Court upheld a lower court decision.,17951,0.0,0.0,36.098267505988495,54.0,55,44.8965275341985,64.0,mobile,99.2923076923077,13.0,0.0,0.0,55.0,65.0,1.181818181,0,0,0,0,0,0,10.0
479891,1556919,603,243671,Could yoy please let me know as soon as possible.,12576,1.0,2.04081632653061,45.8015267175573,48.0,49,58.843422387555,58.0,mobile,95.5762711864407,12.677966101,0.0,0.0,49.0,59.0,1.204081632,0,0,0,0,0,0,10.0
479892,1556923,661,243671,He started Sunday's game and had two catches for 70 yards.,19907,0.0,0.0,34.3597729441905,57.0,58,45.9208078660643,72.0,mobile,107.835616438356,14.958904109,0.0,0.0,58.0,73.0,1.258620689,0,0,0,0,0,0,12.0
479894,1556928,1025,243671,I agree since I am at the bank right now,12591,1.0,2.4390243902439,37.1694067190851,39.0,41,52.5296742150013,52.0,mobile,93.7735849056604,13.433962264,0.0,0.0,40.0,53.0,1.325,0,0,0,0,0,0,10.0
479897,1556933,477,243671,Let me know either way.,10681,0.0,0.0,24.7167868177137,22.0,23,69.9844479004666,15.0,mobile,47.2727272727273,11.09090909,12.0,0.545454545454545,23.0,55.0,2.391304347,0,0,0,0,0,0,5.0
479899,1556936,839,243671,I can return earlier.,5432,0.0,0.0,44.1826215022091,20.0,21,56.3821456538763,24.0,mobile,73.56,12.96,0.0,0.0,21.0,25.0,1.19047619,0,0,0,0,0,0,4.0
479900,1556940,1519,243671,Foreigners have now fled the countrt since fighting erupted.,26538,1.0,1.66666666666667,26.6787248473886,59.0,60,33.7131262681442,72.0,mobile,69.0684931506849,12.465753424,0.0,0.0,60.0,73.0,1.216666666,0,0,0,0,0,0,9.0
479905,1556949,1316,243671,The strategy will be very much the same.,10418,0.0,0.0,44.9222499520061,39.0,40,57.5745202123316,47.0,mobile,57.02083333333329,12.958333333,0.0,0.0,40.0,48.0,1.2,0,0,0,0,0,0,8.0
479910,1556957,637,243671,Please forward the backup today if possible so we can review.,19592,0.0,0.0,36.7496937525521,60.0,61,46.8925646378674,73.0,mobile,49.2702702702703,12.31081081,0.0,0.0,61.0,74.0,1.213114754,0,0,0,0,0,0,11.0
479913,1556966,868,243671,I can review afterwards and get back to you tonight.,14378,0.0,0.0,42.5650299068021,51.0,52,53.8195720902875,61.0,mobile,48.2741935483871,12.532258064,0.0,0.0,52.0,62.0,1.192307692,0,0,0,0,0,0,10.0
479917,1556976,1110,243671,I wish he would leave Deerfield alone.,11050,0.0,0.0,40.1809954751131,37.0,38,50.2665651180503,44.0,mobile,48.5111111111111,12.133333333,0.0,0.0,38.0,45.0,1.184210526,0,0,0,0,0,0,7.0
479919,1556980,1509,243671,But there have been so many changes in plans that I'm not surprised.,23372,0.0,0.0,34.4001369159678,67.0,68,46.8707910568376,87.0,mobile,74.0568181818182,12.477272727,0.0,0.0,68.0,88.0,1.294117647,0,0,0,0,0,0,14.0
479926,1556994,759,243671,The artist assures me it is a turkey.,17064,0.0,0.0,25.3164556962025,36.0,37,68.4039087947883,7.0,mobile,62.3770491803279,11.885245901,7.0,0.194444444444444,37.0,61.0,1.648648648,0,0,0,0,0,0,8.0
480226,1558053,436,243768,The reserve reciever is expected to see a specialist this week,17960,3.0,4.76190476190476,40.7572383073497,61.0,63,48.2282350277369,71.0,mobile,86.0138888888889,4.083333333,0.0,0.0,62.0,72.0,1.161290322,0,0,0,0,0,0,11.0
480227,1558056,370,243768,"In a seperqte room, next door.",12833,2.0,6.66666666666667,27.1175874698044,29.0,30,40.5446913074639,33.0,mobile,130.459459459459,4.243243243,1.0,0.0344827586206897,30.0,37.0,1.233333333,0,0,0,0,0,0,6.0
480229,1558063,1292,243768,The speedway is faced with some very tough choices.,17183,0.0,0.0,34.9182331374032,50.0,51,41.7995040736805,59.0,mobile,122.933333333333,4.083333333,0.0,0.0,51.0,60.0,1.176470588,0,0,0,0,0,0,9.0
480230,1558066,832,243768,I think in this case specific is better.,12059,0.0,0.0,38.8091881582221,39.0,40,47.5828904074918,47.0,mobile,74.7708333333333,4.291666666,0.0,0.0,40.0,48.0,1.2,0,0,0,0,0,0,8.0
