,sentence.id,sentence.id,agent.id,agent.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
the single between the two versions is the treatment of foreign banks>,1481.0,,0.0,,17.203350526755862,,15.0,,24.0,,11.0,,1.0,,3.0,,0.7994741019586716,,89.0,,246.39395799231644,,498.2418138895491,,0.0,,1.0,,324.463879956279,,1.911764705882353,,21.73913043478261,,1.1014492753623188,,69.0,
the sooner i get this the sooner we can get this implemented>,599.0,,0.0,,18.38600555535627,,6.0,,26.0,,8.0,,1.0,,2.0,,0.7451931191436968,,91.0,,212.65660824022288,,520.2444523638131,,0.0,,1.0,,334.5535068666744,,1.564102564102564,,10.0,,1.1333333333333333,,60.0,
the spanish federation has brought forward those fixtures>,566.0,,0.0,,20.884879245060773,,1.0,,23.0,,3.0,,0.0,,1.0,,0.7304450240306728,,85.0,,172.32963219612742,,519.8566259228215,,0.0,,1.0,,325.5692248051578,,1.5,,1.7543859649122806,,1.087719298245614,,57.0,
the speedway is faced with some very tough choices>,526.0,,0.0,,20.82781231155504,,0.0,,17.0,,4.0,,1.0,,1.0,,0.7475902041222161,,73.0,,181.9005625235498,,498.03028761582624,,1.0,,0.0,,307.1060826972836,,1.8214285714285716,,0.0,,1.16,,50.0,
the spokesman said its role would be to supervise the organisation>,400.0,,0.0,,19.310565395787854,,8.0,,20.0,,7.0,,1.0,,1.0,,0.7970113770824561,,88.0,,244.9809717644675,,502.24475245565975,,0.0,,1.0,,320.7041325228486,,1.8823529411764703,,12.12121212121212,,1.0909090909090908,,66.0,
the statement gave no further details of the incident>,549.0,,0.0,,20.572152719375428,,0.0,,22.0,,0.0,,0.0,,0.0,,0.7347887239185055,,91.0,,187.2828797187693,,583.3127997683036,,0.0,,0.0,,369.41422194976,,1.261904761904762,,0.0,,1.0,,53.0,
the strategy will be very much the same>,1013.0,,0.0,,21.596863172497763,,0.0,,14.0,,2.0,,2.0,,0.0,,0.8226785139726542,,53.0,,152.8659104154362,,505.1238609032327,,1.0,,0.0,,298.4294065199597,,2.25,,0.0,,1.1025641025641026,,39.0,
the team feels confident that martin will be available>,736.0,,0.0,,20.66106804305798,,0.0,,13.0,,6.0,,0.0,,2.0,,0.8289659101664247,,73.0,,218.60543835015352,,476.7781727511671,,1.0,,0.0,,294.5399131919809,,2.727272727272727,,0.0,,1.2222222222222223,,54.0,
the team mate says were not interested at this point>,1049.0,,0.0,,20.479634770046157,,0.0,,17.0,,7.0,,1.0,,1.0,,0.8302422668359128,,68.0,,189.5439563805038,,463.5110645291768,,1.0,,0.0,,285.59191544811307,,2.9,,0.0,,1.2692307692307692,,52.0,
the trip is nevertheless important to set the course for future ties>,1115.0,,0.0,,22.742726755511924,,1.0,,21.0,,2.0,,0.0,,1.0,,0.7950060813451918,,89.0,,218.67857235127684,,498.3278150930863,,0.0,,1.0,,296.4202749483405,,2.333333333333333,,1.4705882352941175,,1.0441176470588236,,68.0,
the troops just walked in>,683.0,,0.0,,21.516401980874445,,0.0,,10.0,,1.0,,1.0,,0.0,,0.8098694237717362,,34.0,,99.44313244251316,,517.8773455135218,,1.0,,0.0,,323.16482077107656,,2.0,,0.0,,1.08,,25.0,
the two leading candidates signed a civility pact on tuesday>,180.0,,0.0,,23.82332446335615,,0.0,,14.0,,2.0,,0.0,,1.0,,0.8623405286326632,,69.0,,211.52734094800124,,472.71061932856594,,1.0,,0.0,,268.85929988017045,,4.0,,0.0,,1.0666666666666669,,60.0,
the un still recognizes lisbon as the administrator of the territory>,1183.0,,0.0,,22.487969609592422,,2.0,,22.0,,2.0,,0.0,,1.0,,0.8083658118543041,,93.0,,225.64526807260305,,503.5556281231149,,0.0,,1.0,,300.03496942941933,,2.193548387096774,,2.941176470588235,,1.0294117647058822,,68.0,
the volumes tie so the pricing must be off somewhere>,871.0,,0.0,,24.00945867666828,,0.0,,13.0,,0.0,,0.0,,0.0,,0.8534859245279455,,65.0,,184.1832537418936,,499.8030218674304,,0.0,,0.0,,294.8629906925573,,2.6,,0.0,,1.0,,52.0,
the wind was strong and gusting>,316.0,,0.0,,22.52132151358722,,0.0,,9.0,,1.0,,1.0,,0.0,,0.814803223863573,,43.0,,106.28910298242567,,501.4855651452349,,1.0,,0.0,,291.30096068342533,,2.2142857142857144,,0.0,,1.064516129032258,,31.0,
their initial review indicates that the pricing seems low>,1088.0,,0.0,,22.027722598340954,,0.0,,19.0,,1.0,,1.0,,0.0,,0.8022759309849946,,81.0,,219.14061308953643,,526.6091375634841,,1.0,,0.0,,311.5328574994523,,2.230769230769231,,0.0,,1.0350877192982455,,57.0,
their key decision maker did not show which is not a good sign>,1333.0,,0.0,,22.08733844878616,,0.0,,19.0,,2.0,,0.0,,1.0,,0.8262708459342645,,89.0,,228.40592294231237,,510.8620088253478,,1.0,,0.0,,307.38344237582504,,2.066666666666667,,0.0,,1.064516129032258,,62.0,
then theres the palm>,154.0,,0.0,,21.2791156110178,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7096695223635584,,32.0,,73.84494828024962,,563.933211293175,,0.0,,0.0,,359.3577012511963,,1.3571428571428572,,0.0,,1.0,,20.0,
then we can go to zainy brainy>,520.0,,0.0,,23.218802363556893,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8083683026339605,,40.0,,105.4138607425983,,516.822522200138,,0.0,,0.0,,302.78970394161246,,2.0,,0.0,,1.0,,30.0,
then we lit our candles and just stood there silently holding them>,249.0,,0.0,,19.51349480691807,,9.0,,22.0,,6.0,,0.0,,2.0,,0.7837217678727919,,90.0,,218.99859784271135,,509.5374888629445,,0.0,,1.0,,316.02315427820105,,1.7777777777777777,,13.636363636363637,,1.0454545454545454,,66.0,
there are differing views among the dissident community>,1168.0,,0.0,,22.05271645562508,,0.0,,20.0,,3.0,,1.0,,1.0,,0.8091730196598574,,73.0,,182.05327765376876,,491.4909099397902,,1.0,,0.0,,301.0500587459593,,2.12,,0.0,,1.1090909090909091,,55.0,
there are several business issues outstanding>,749.0,,0.0,,21.31215628586808,,0.0,,14.0,,3.0,,0.0,,1.0,,0.777407703407915,,63.0,,159.16280143566215,,498.0905954797071,,1.0,,0.0,,315.2686663718969,,1.92,,0.0,,1.1333333333333333,,45.0,
there are some different rules here>,651.0,,0.0,,23.68339203178971,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8015341166389773,,42.0,,117.43863951831511,,506.6841769917356,,0.0,,0.0,,316.7668060419,,2.333333333333333,,0.0,,1.0,,35.0,
there are some issues on which we agree>,745.0,,0.0,,23.800199456737523,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8182221082474629,,50.0,,130.11371108724293,,504.19745522775264,,0.0,,0.0,,301.1626979882668,,1.8888888888888888,,0.0,,1.0,,39.0,
there is a percent chance he is going to win>,474.0,,0.0,,16.84388509524737,,0.0,,15.0,,15.0,,1.0,,1.0,,0.8537072199505243,,66.0,,172.472463137154,,427.4548276294959,,1.0,,0.0,,286.5901929752606,,2.6818181818181817,,0.0,,1.681818181818182,,44.0,
there is in fact few differences between the candidates>,1123.0,,0.0,,18.31914149149716,,1.0,,18.0,,14.0,,1.0,,2.0,,0.7856657218162606,,82.0,,181.59971508067807,,444.788755626464,,0.0,,1.0,,288.33120253620604,,2.060606060606061,,1.818181818181818,,1.4545454545454546,,55.0,
there is no average>,1005.0,,0.0,,18.8154438460293,,10.0,,6.0,,2.0,,0.0,,1.0,,0.7246823189314997,,21.0,,36.21249943450327,,546.6633883252731,,0.0,,1.0,,358.1831457417585,,1.0909090909090908,,52.63157894736842,,0.6842105263157895,,19.0,
there is now a meeting at pm as well>,787.0,,0.0,,24.159407327028685,,21.0,,3.0,,0.0,,0.0,,0.0,,0.8335178945894133,,20.0,,55.7266898574244,,496.7009263747471,,0.0,,1.0,,285.6559611329707,,2.333333333333333,,58.333333333333336,,0.4166666666666667,,36.0,
there is still a chance there might be modification in dallas>,712.0,,0.0,,21.948511470735667,,0.0,,23.0,,2.0,,0.0,,1.0,,0.7547181969607359,,88.0,,199.124788315835,,513.598714325452,,1.0,,0.0,,316.4918840153384,,1.75,,0.0,,1.0655737704918034,,61.0,
there is substantially no difference between us>,88.0,,0.0,,23.32502085018902,,0.0,,16.0,,0.0,,0.0,,0.0,,0.7912075297567865,,63.0,,154.2557408824914,,514.4689934930007,,0.0,,0.0,,313.40387399324305,,1.826086956521739,,0.0,,1.0,,47.0,
there was no such accord>,855.0,,0.0,,22.74336382118305,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8235298333174969,,31.0,,83.7897849297863,,488.5429964745268,,0.0,,0.0,,292.81915199999435,,2.5,,0.0,,1.0833333333333333,,24.0,
there were evacuees on one plane and on the other>,407.0,,0.0,,21.506323146917246,,0.0,,23.0,,0.0,,0.0,,0.0,,0.7265861786909396,,78.0,,172.7113214574006,,557.975434388472,,0.0,,0.0,,348.7779374878282,,1.4411764705882353,,0.0,,1.0,,49.0,
there were frequent electricity and water shortages>,444.0,,0.0,,20.86871626127401,,0.0,,17.0,,5.0,,0.0,,2.0,,0.8307185363668421,,65.0,,198.6893126432835,,482.2776831610356,,1.0,,0.0,,297.5239128599627,,2.8,,0.0,,1.196078431372549,,51.0,
there will be some better news later today>,62.0,,0.0,,21.83305714326995,,0.0,,12.0,,1.0,,1.0,,0.0,,0.731534956274929,,60.0,,146.2895066855968,,525.1974834042547,,1.0,,0.0,,333.3787698011017,,1.5769230769230769,,0.0,,1.0476190476190477,,42.0,
theres been a shortage of blood in this area>,165.0,,0.0,,24.60190487939597,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7883750392981049,,50.0,,134.44879406025095,,487.7671082311178,,0.0,,0.0,,292.4717914824118,,2.588235294117647,,0.0,,1.0,,44.0,
theresa dont worry about it>,1496.0,,0.0,,24.78165664145423,,0.0,,6.0,,0.0,,0.0,,0.0,,0.871242333756409,,32.0,,90.00365722052368,,484.2291285695023,,0.0,,0.0,,281.49492920191585,,3.0,,0.0,,1.0,,27.0,
theresa i changed the cig fuel rate to>,3.0,,0.0,,21.88170021924473,,0.0,,7.0,,4.0,,0.0,,2.0,,0.879280143468123,,50.0,,141.6615186536888,,455.0581860066414,,1.0,,0.0,,267.1055541527002,,3.0,,0.0,,1.2105263157894737,,38.0,
theresa i hope he liked it>,208.0,,0.0,,17.84335030711298,,0.0,,13.0,,7.0,,0.0,,1.0,,0.7617654221375075,,38.0,,92.04678862217426,,442.87865722392144,,1.0,,0.0,,294.80023787254254,,2.1333333333333333,,0.0,,1.5384615384615383,,26.0,
theresa ive redrafted and were still off even more now>,1416.0,,0.0,,21.206855130244687,,0.0,,16.0,,6.0,,0.0,,1.0,,0.7966970722577317,,70.0,,182.6904264938389,,464.5076418996152,,1.0,,0.0,,297.94603274424355,,2.269230769230769,,0.0,,1.2222222222222223,,54.0,
theresa please resend>,170.0,,0.0,,26.406667204771544,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8123666223120982,,20.0,,59.99760864802779,,454.4306900581405,,0.0,,0.0,,272.7041811541781,,2.375,,0.0,,1.0,,21.0,
theresa the formula bp is using is highlighted in red below>,670.0,,0.0,,22.4670355216504,,0.0,,17.0,,2.0,,0.0,,1.0,,0.7914920585195373,,79.0,,210.8290747892287,,500.7336187793408,,1.0,,0.0,,305.2557380092841,,2.033333333333333,,0.0,,1.0677966101694916,,59.0,
these are big storms and traffic isnt moving>,144.0,,0.0,,24.276888687160856,,0.0,,13.0,,0.0,,0.0,,0.0,,0.8219261404819592,,55.0,,141.9223561710477,,494.2972781494177,,0.0,,0.0,,289.2250282915264,,2.4705882352941178,,0.0,,1.0,,44.0,
these factors dictate clear limits to the concept of safe areas>,507.0,,0.0,,21.594021600538195,,2.0,,22.0,,1.0,,1.0,,0.0,,0.7492877708970377,,92.0,,205.4157524531269,,538.3434459336776,,0.0,,1.0,,325.6470045320747,,1.7027027027027026,,3.1746031746031744,,1.0,,63.0,
they also agreed on using dialogue to settle the issue>,1464.0,,0.0,,17.62431642675916,,0.0,,25.0,,8.0,,1.0,,2.0,,0.8177391891579903,,88.0,,256.6883639597318,,512.9898755496571,,1.0,,0.0,,332.2740633098317,,1.9090909090909087,,0.0,,1.3333333333333333,,54.0,
they appear to be coming out of unify but i cannot see them>,417.0,,0.0,,22.97747673354951,,0.0,,17.0,,1.0,,1.0,,0.0,,0.773550893426324,,81.0,,187.5201726830597,,505.4037638889392,,1.0,,0.0,,304.7092804249989,,2.0689655172413794,,0.0,,1.0338983050847457,,59.0,
they are more efficiently pooled>,606.0,,0.0,,23.530941488068848,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7783691906578328,,40.0,,109.00391692449656,,509.9668454015957,,0.0,,0.0,,307.8776478557056,,2.2857142857142856,,0.0,,1.0,,32.0,
they are specifically concerned about the intercompany notes>,220.0,,0.0,,24.253159885715856,,0.0,,16.0,,0.0,,0.0,,0.0,,0.8541814665830958,,75.0,,205.01701719881447,,494.7808886159828,,0.0,,0.0,,285.1172167108477,,2.857142857142857,,0.0,,1.0,,60.0,
they are still burning>,1254.0,,0.0,,23.7166294639615,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8105961296391417,,32.0,,67.45439485807128,,505.97408954061314,,0.0,,0.0,,294.9985987257958,,1.75,,0.0,,1.0,,22.0,
they have capacity now>,1225.0,,0.0,,22.65684876067942,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8479991893448788,,30.0,,90.22966010877953,,529.6411750263258,,0.0,,0.0,,304.22947433618106,,2.333333333333333,,0.0,,1.0,,22.0,
they have not issued an order yet>,783.0,,0.0,,17.36401674845268,,0.0,,12.0,,10.0,,0.0,,2.0,,0.8301070038790412,,51.0,,145.30271643348877,,451.8628356456188,,1.0,,0.0,,293.25696092048963,,2.4705882352941178,,0.0,,1.5454545454545454,,33.0,
they have to go away and have a think>,824.0,,0.0,,18.37909215547244,,0.0,,11.0,,9.0,,0.0,,3.0,,0.8903213675281552,,53.0,,168.51014810913125,,459.459279762634,,1.0,,0.0,,285.7517656312722,,3.076923076923077,,0.0,,1.4324324324324325,,37.0,
they launched a counter attack and retook positions they had lost>,658.0,,0.0,,18.14526383069331,,12.0,,21.0,,10.0,,0.0,,2.0,,0.7493239772549884,,85.0,,197.1560840468956,,482.59186741305,,0.0,,1.0,,313.1030503532932,,1.7777777777777777,,18.461538461538463,,1.123076923076923,,65.0,
they lost to nantes after extratime>,175.0,,0.0,,19.694600570099645,,0.0,,15.0,,4.0,,2.0,,1.0,,0.7361295178504725,,56.0,,140.3128423652455,,522.2606190516026,,1.0,,0.0,,313.5510390756787,,1.9,,0.0,,1.1714285714285717,,35.0,
they may want to discuss with you>,564.0,,0.0,,24.74206300408578,,0.0,,8.0,,0.0,,0.0,,0.0,,0.87981855747724,,38.0,,117.6006832352558,,485.0040191886336,,0.0,,0.0,,274.7912666083344,,4.0,,0.0,,1.0,,33.0,
they must not be distributed without our consent>,27.0,,0.0,,17.580459930481787,,0.0,,22.0,,10.0,,1.0,,2.0,,0.7932723589473486,,81.0,,186.48426683752083,,484.7278833507314,,1.0,,0.0,,311.3999567129422,,1.8064516129032255,,0.0,,1.4166666666666667,,48.0,
they play atlanta here saturday and sunday afternoons>,680.0,,0.0,,22.74979136852,,0.0,,15.0,,0.0,,0.0,,0.0,,0.79426245639003,,75.0,,187.25229719576265,,527.4773647641002,,0.0,,0.0,,323.09768354435306,,1.793103448275862,,0.0,,1.0,,53.0,
they really must get the money together>,734.0,,0.0,,20.58972674521745,,0.0,,12.0,,4.0,,2.0,,1.0,,0.8519486712779338,,60.0,,153.0743244447158,,485.6791021922029,,1.0,,0.0,,278.78528761909325,,2.176470588235294,,0.0,,1.205128205128205,,39.0,
they spent about two hours at larnaca airport>,1456.0,,0.0,,20.352884625196594,,0.0,,20.0,,1.0,,1.0,,0.0,,0.7731327421243771,,75.0,,180.0520788356264,,565.0304716886743,,1.0,,0.0,,347.7872374644847,,1.5,,0.0,,1.0444444444444445,,45.0,
they tend to know who hooligans are and dont sell to them>,1398.0,,0.0,,22.028605898220885,,0.0,,22.0,,1.0,,1.0,,0.0,,0.8224358282385009,,81.0,,218.8724610769788,,526.5880216658131,,1.0,,0.0,,320.7115091655559,,2.1481481481481484,,0.0,,1.0350877192982455,,57.0,
they would play chile in buenos aires>,1174.0,,0.0,,21.00254466131453,,0.0,,14.0,,1.0,,1.0,,0.0,,0.809164801278741,,53.0,,156.36812424358618,,542.7913704665576,,1.0,,0.0,,331.04837327941726,,1.736842105263158,,0.0,,1.054054054054054,,37.0,
theyve really caught the fever>,1413.0,,0.0,,19.718015373909587,,0.0,,11.0,,4.0,,0.0,,1.0,,0.7835358397292856,,44.0,,114.22771625605554,,483.7434882560547,,1.0,,0.0,,307.24093817030183,,1.9411764705882355,,0.0,,1.2666666666666666,,30.0,
things are crazy for sure>,320.0,,0.0,,23.07510172146852,,0.0,,6.0,,1.0,,1.0,,0.0,,0.8173065406042179,,32.0,,86.69414913094465,,482.8952555598096,,1.0,,0.0,,273.1986435572941,,2.5,,0.0,,1.08,,25.0,
this came as a shock to me>,1420.0,,0.0,,23.726806635615908,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8865064913840004,,33.0,,104.14150305395712,,505.7570613816612,,0.0,,0.0,,285.7700749097231,,2.555555555555556,,0.0,,1.0,,26.0,
this event will be a blast>,33.0,,0.0,,23.37505872443436,,0.0,,8.0,,0.0,,0.0,,0.0,,0.8332746409447894,,32.0,,97.21499357636704,,513.3676942362583,,0.0,,0.0,,306.2111120883088,,2.6,,0.0,,1.0,,26.0,
this has now become the most pressing story in the capital>,1160.0,,0.0,,20.56327649642996,,0.0,,20.0,,8.0,,0.0,,1.0,,0.8271076938094214,,81.0,,202.07049274793343,,459.07081012303183,,1.0,,0.0,,286.826229865411,,2.5,,0.0,,1.2758620689655171,,58.0,
this is a golden moment>,328.0,,0.0,,19.917464185994447,,0.0,,10.0,,3.0,,0.0,,1.0,,0.7949570596414346,,33.0,,90.52038961586192,,481.9890680034722,,1.0,,0.0,,283.09530793456804,,2.5,,0.0,,1.2608695652173914,,23.0,
this is a major setback for the rookie>,274.0,,0.0,,23.014258962721893,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8105247370132064,,50.0,,142.74966337465384,,521.4158761069559,,0.0,,0.0,,312.89725722641384,,2.235294117647059,,0.0,,1.0,,38.0,
this is a most unfortunate news release>,770.0,,0.0,,23.77382414899617,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8544684735958358,,45.0,,138.40333642036433,,504.7568251869437,,0.0,,0.0,,303.5498945719358,,2.5,,0.0,,1.0,,39.0,
this is all so unreal>,822.0,,0.0,,17.621052831913886,,0.0,,8.0,,4.0,,1.0,,1.0,,0.782619685465249,,38.0,,100.78664863628212,,499.40262275714434,,1.0,,0.0,,312.45357919189814,,1.5625,,0.0,,1.380952380952381,,21.0,
this is good i think>,30.0,,0.0,,25.4651804157301,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8414120912766095,,24.0,,59.66470996029968,,471.2316898641519,,0.0,,0.0,,268.94467929046334,,2.857142857142857,,0.0,,1.0,,20.0,
this is normal they always do this>,318.0,,0.0,,22.04948133060684,,0.0,,10.0,,0.0,,0.0,,0.0,,0.833640783067067,,48.0,,142.37403437865638,,544.2304886937557,,0.0,,0.0,,325.19734268244207,,2.125,,0.0,,1.0,,34.0,
this is not a good situation to be in without a contract>,80.0,,0.0,,17.984365801263106,,0.0,,22.0,,13.0,,0.0,,2.0,,0.81772613517405,,85.0,,216.4685422707012,,458.2293279890301,,1.0,,0.0,,299.54097964075663,,2.3,,0.0,,1.4642857142857142,,56.0,
this is the crew>,510.0,,0.0,,19.414017206770325,,0.0,,7.0,,1.0,,1.0,,0.0,,0.7464127088568511,,30.0,,64.98909794178289,,553.0458735515521,,1.0,,0.0,,330.55004000255377,,1.1428571428571428,,0.0,,1.125,,16.0,
this is the limit>,836.0,,0.0,,22.80812420102136,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8275264864905845,,25.0,,62.68299881331906,,526.1283170083157,,0.0,,0.0,,297.1479743794815,,1.75,,0.0,,1.0,,17.0,
this is the neatest toy i have had>,103.0,,0.0,,16.16693963352701,,0.0,,19.0,,7.0,,1.0,,2.0,,0.7454906215578277,,69.0,,147.7228383790892,,530.1825061345028,,1.0,,0.0,,341.36208922013907,,1.3666666666666667,,0.0,,1.411764705882353,,34.0,
this is very sensitive>,1338.0,,0.0,,21.04605351828969,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7061111368832136,,36.0,,79.50903228477254,,570.1781566587588,,0.0,,0.0,,355.0042400344174,,1.2352941176470589,,0.0,,1.0,,22.0,
this method can be used on individual folders as well>,1006.0,,0.0,,20.53522616188074,,0.0,,22.0,,4.0,,1.0,,1.0,,0.7800496027019869,,73.0,,200.5762972270364,,508.9602043257256,,1.0,,0.0,,322.3713148797352,,2.0,,0.0,,1.150943396226415,,53.0,
this needs to go to imbalance between quantum and crestone>,478.0,,0.0,,20.393977520960785,,0.0,,18.0,,7.0,,0.0,,2.0,,0.8245724042232819,,77.0,,229.70613320927777,,475.5634415610255,,1.0,,0.0,,296.18548922408013,,2.708333333333333,,0.0,,1.2413793103448276,,58.0,
this quarter they are reported separately>,891.0,,0.0,,20.82133020150228,,0.0,,14.0,,5.0,,0.0,,1.0,,0.8002027728386943,,52.0,,147.99215180299248,,465.49896661301614,,1.0,,0.0,,291.8447113958812,,2.7058823529411766,,0.0,,1.2439024390243902,,41.0,
this seems fine to me>,525.0,,0.0,,21.14441371751753,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7174782348119584,,34.0,,80.50694829607129,,567.525785312191,,0.0,,0.0,,342.90685439161103,,1.4285714285714286,,0.0,,1.0,,21.0,
this time im more comfortable and aware of a lot more situations>,1409.0,,0.0,,23.120747741364315,,0.0,,16.0,,2.0,,0.0,,1.0,,0.8533329513528984,,78.0,,239.2861369002055,,488.9265672780489,,1.0,,0.0,,288.5669789484435,,2.952380952380953,,0.0,,1.0625,,64.0,
this time nigel mansell will not be left behind on a restart>,1365.0,,0.0,,21.387453831416053,,0.0,,16.0,,5.0,,1.0,,1.0,,0.8503925994035931,,76.0,,238.77773862622425,,482.0517316458406,,1.0,,0.0,,298.426061278572,,2.625,,0.0,,1.1666666666666667,,60.0,
this track stands alone as king of the circuits>,1331.0,,0.0,,21.653877170774415,,0.0,,13.0,,2.0,,2.0,,0.0,,0.7782928361010429,,66.0,,173.8734857634401,,511.5445603373637,,1.0,,0.0,,304.31598581096307,,2.130434782608696,,0.0,,1.0851063829787233,,47.0,
this transaction is expected to close next year>,116.0,,0.0,,20.576810682942867,,0.0,,16.0,,5.0,,0.0,,2.0,,0.8279784046963008,,61.0,,184.53689247755415,,482.6323493849776,,1.0,,0.0,,294.0249847790824,,2.555555555555556,,0.0,,1.2127659574468086,,47.0,
this upgrade may take up to hours>,620.0,,0.0,,19.46013038924294,,0.0,,12.0,,6.0,,0.0,,1.0,,0.8594603434243048,,48.0,,125.23993543554649,,455.7813868654329,,1.0,,0.0,,281.1180227407257,,2.4,,0.0,,1.3636363636363635,,33.0,
this will be hard>,1483.0,,0.0,,24.43056701203271,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8755158794700656,,20.0,,62.81968963610261,,491.1879447615636,,0.0,,0.0,,283.3290030507153,,2.833333333333333,,0.0,,1.0,,17.0,
thomas has no real value as a fantasy player>,547.0,,0.0,,18.81010998393489,,0.0,,19.0,,5.0,,0.0,,2.0,,0.7867830620589698,,68.0,,184.56404959148796,,521.9630202357781,,1.0,,0.0,,334.42902397081986,,1.8148148148148149,,0.0,,1.2272727272727273,,44.0,
through this account cash flows to corporate>,981.0,,0.0,,20.6115470145824,,0.0,,15.0,,5.0,,1.0,,2.0,,0.7519985864355643,,67.0,,158.34317522458525,,494.3189969231647,,1.0,,0.0,,301.30519193073,,1.8461538461538465,,0.0,,1.181818181818182,,44.0,
throw it away and not let it touch your heart>,788.0,,0.0,,24.63455234867541,,0.0,,10.0,,0.0,,0.0,,0.0,,0.869622723057204,,57.0,,155.1153223154723,,487.1206844010396,,0.0,,0.0,,274.3428436078641,,2.8,,0.0,,1.0,,45.0,
thursday works better for me>,1121.0,,0.0,,23.007060432560497,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7887613830277185,,37.0,,101.03718971233448,,521.5790185441131,,0.0,,0.0,,316.06535976307634,,2.0,,0.0,,1.0,,28.0,
thus have nothing to destroy>,800.0,,0.0,,14.687397939258307,,0.0,,14.0,,13.0,,1.0,,2.0,,0.7929431469383322,,54.0,,105.29318231726396,,430.7960302730277,,1.0,,0.0,,291.54825736846124,,1.7083333333333333,,0.0,,1.9285714285714288,,28.0,
tiger woods is set to answer your questions>,1272.0,,0.0,,17.32886419680781,,0.0,,16.0,,12.0,,0.0,,2.0,,0.8226639918710626,,63.0,,181.8934327844188,,448.07933134955823,,1.0,,0.0,,296.149865105023,,2.5,,0.0,,1.558139534883721,,43.0,
time trials for the may race continue the next two weekends>,889.0,,0.0,,18.467764792452392,,2.0,,23.0,,8.0,,0.0,,2.0,,0.8132810111630541,,93.0,,249.51827629563573,,509.2876972988799,,0.0,,1.0,,325.8110840026729,,1.911764705882353,,3.389830508474576,,1.2372881355932204,,59.0,
tonight is my anniversary>,1091.0,,0.0,,21.596420477153234,,0.0,,9.0,,2.0,,0.0,,1.0,,0.8383191413937665,,27.0,,95.78112382477478,,481.5612851677026,,1.0,,0.0,,301.06763833769463,,2.888888888888889,,0.0,,1.16,,25.0,
toomer has been inconsistent this season>,1362.0,,0.0,,24.45374774791134,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8132117814916056,,47.0,,126.84311288701234,,490.7223270520958,,0.0,,0.0,,296.44198091491484,,2.6666666666666665,,0.0,,1.0,,40.0,
travis is in charge>,214.0,,0.0,,25.939072535302,,0.0,,4.0,,0.0,,0.0,,0.0,,0.9059712187798826,,22.0,,62.94438109530969,,462.6225545908976,,0.0,,0.0,,237.36103545368707,,3.5,,0.0,,1.0,,19.0,
travkin did not receive a specific portfolio>,1277.0,,0.0,,23.85412201582125,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7829462517194768,,54.0,,142.36825571984633,,503.05771019536985,,0.0,,0.0,,302.7509782409955,,2.210526315789474,,0.0,,1.0,,44.0,
treasa knows the details>,718.0,,0.0,,24.066806064066892,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8149172634032646,,26.0,,79.05300349093561,,498.6120704199582,,0.0,,0.0,,301.4610951703574,,2.1,,0.0,,1.0,,24.0,
treatment options consist of rest an injection or surgery>,1452.0,,0.0,,16.42736013404303,,12.0,,24.0,,9.0,,0.0,,3.0,,0.7081261783302615,,89.0,,168.05807910710053,,525.0387116141741,,0.0,,1.0,,354.1751839371895,,1.1777777777777778,,21.052631578947366,,1.105263157894737,,57.0,
tricia needs to know if she needs to invoice them or not>,184.0,,0.0,,19.541971085791577,,0.0,,13.0,,13.0,,0.0,,2.0,,0.8536139628891419,,72.0,,217.43436726823757,,432.11835732292974,,1.0,,0.0,,272.496225444183,,3.5,,0.0,,1.4285714285714286,,56.0,
tried reaching you earlier>,176.0,,0.0,,19.65582507725989,,0.0,,6.0,,5.0,,0.0,,1.0,,0.8254342502994094,,36.0,,96.66631496639856,,445.5044101347633,,1.0,,0.0,,266.73980070442155,,2.3846153846153846,,0.0,,1.3846153846153846,,26.0,
